,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,gameid
1981,4,PT11M58.00S,2020-12-23T00:06:25.2Z,1,REGULAR,jumpball,recovered,[],0,,,1610612751,0,0,2020-12-23T00:06:25Z,40000,,,0,,Jump Ball D. Jordan vs. J. Wiseman: Tip to Team (BKN),"[201599, 1630164]",1610612751.0,BKN,startperiod,Team (BKN),,,,Jordan,201599.0,Wiseman,1630164.0,,,,,,,,,,,,,,,,,,,,,,0022000001
1982,103,PT04M28.00S,2020-12-23T00:21:56.7Z,1,REGULAR,jumpball,recovered,[],1626162,,,1610612744,28,13,2020-12-23T00:27:26Z,972500,,,0,,Jump Ball K. Bazemore vs. K. Durant: Tip to K. Oubre Jr.,"[1626162, 203145, 201142]",1610612744.0,GSW,heldball,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Bazemore,203145.0,Durant,201142.0,,,,,,,,,,,,,,,,,,,,,,0022000001
1983,4,PT11M57.00S,2020-12-23T03:07:45.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2020-12-23T03:07:46Z,40000,,,0,,Jump Ball A. Davis vs. S. Ibaka: Tip to L. James,"[2544, 203076, 201586]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Ibaka,201586.0,,,,,,,,,,,,,,,,,,,,,,0022000002
1984,480,PT04M28.00S,2020-12-23T04:50:39.7Z,3,REGULAR,jumpball,recovered,[],202083,,,1610612747,75,77,2020-12-23T04:50:39Z,4740000,,,0,,Jump Ball A. Davis vs. I. Zubac: Tip to W. Matthews,"[202083, 203076, 1627826]",1610612747.0,LAL,challenge,W. Matthews,202083.0,Matthews,W. Matthews,Davis,203076.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,0022000002
1963,4,PT11M58.00S,2020-12-24T00:40:34.2Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2020-12-24T00:40:34Z,40000,,,0,,Jump Ball B. Lopez vs. T. Thompson: Tip to G. Antetokounmpo,"[203507, 201572, 202684]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,,0022000003
1964,298,PT01M46.00S,2020-12-24T01:30:16.7Z,2,REGULAR,jumpball,recovered,[],1628369,,,1610612749,56,52,2020-12-24T01:33:50Z,2930000,,,0,,Jump Ball J. Brown vs. J. Holiday: Tip to J. Tatum,"[1628369, 1627759, 201950]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Holiday,201950.0,,,,,,,,,,,,,,,,,,,,,,0022000003
1965,566,PT08M36.00S,2020-12-24T02:31:36.3Z,4,REGULAR,jumpball,recovered,[],203507,,,1610612738,107,97,2020-12-24T02:36:52Z,5510000,,,0,,Jump Ball B. Lopez vs. T. Thompson: Tip to G. Antetokounmpo,"[203507, 201572, 202684]",1610612749.0,MIL,doubleviolation,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,,0022000003
1967,4,PT11M57.00S,2020-12-24T03:40:19.1Z,1,REGULAR,jumpball,recovered,[],203109,,,1610612756,0,0,2020-12-24T03:40:19Z,40000,,,0,,Jump Ball D. Ayton vs. D. Powell: Tip to J. Crowder,"[203109, 1629028, 203939]",1610612756.0,PHX,startperiod,J. Crowder,203109.0,Crowder,J. Crowder,Ayton,1629028.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,0022000004
1957,4,PT11M57.00S,2020-12-25T17:16:05.9Z,1,REGULAR,jumpball,recovered,[],203086,,,1610612748,0,0,2020-12-25T17:16:05Z,40000,,,0,,Jump Ball B. Adebayo vs. S. Adams: Tip to M. Leonard,"[203086, 1628389, 203500]",1610612748.0,MIA,startperiod,M. Leonard,203086.0,Leonard,M. Leonard,Adebayo,1628389.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,0022000005
1958,111,PT02M39.00S,2020-12-25T17:36:27.3Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612740,18,21,2020-12-25T17:36:27Z,1110000,,,0,,Jump Ball D. Robinson vs. S. Adams: Tip to P. Achiuwa,"[1630173, 1629130, 203500]",1610612748.0,MIA,heldball,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Robinson,1629130.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,0022000005
1959,573,PT06M32.00S,2020-12-25T19:27:29.0Z,4,REGULAR,jumpball,recovered,[],0,,,1610612740,93,85,2020-12-25T19:27:29Z,5740000,,,0,,Jump Ball B. Ingram vs. A. Bradley: Tip to Team (NOP),"[1627742, 202340]",1610612740.0,NOP,heldball,Team (NOP),,,,Ingram,1627742.0,Bradley,202340.0,,,,,,,,,,,,,,,,,,,,,,0022000005
1961,4,PT11M57.00S,2020-12-25T19:40:58.1Z,1,REGULAR,jumpball,recovered,[],201939,,,1610612744,0,0,2020-12-25T19:40:58Z,40000,,,0,,Jump Ball J. Wiseman vs. B. Lopez: Tip to S. Curry,"[201939, 1630164, 201572]",1610612744.0,GSW,startperiod,S. Curry,201939.0,Curry,S. Curry,Wiseman,1630164.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,0022000006
1962,332,PT04M58.00S,2020-12-25T20:32:19.6Z,2,REGULAR,jumpball,recovered,[],201950,,,1610612749,45,37,2020-12-25T20:53:30Z,2893320,,,0,,Jump Ball K. Middleton vs. A. Wiggins: Tip to J. Holiday,"[201950, 203114, 203952]",1610612749.0,MIL,heldball,J. Holiday,201950.0,Holiday,J. Holiday,Middleton,203114.0,Wiggins,203952.0,,,,,,,,,,,,,,,,,,,,,,0022000006
1955,4,PT11M56.00S,2020-12-25T22:11:14.7Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612751,0,0,2020-12-25T22:11:14Z,40000,,,0,,Jump Ball D. Jordan vs. T. Thompson: Tip to K. Irving,"[202681, 201599, 202684]",1610612751.0,BKN,startperiod,K. Irving,202681.0,Irving,K. Irving,Jordan,201599.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,,0022000007
1956,4,PT11M56.00S,2020-12-26T01:07:57.9Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612742,0,0,2020-12-26T01:07:57Z,40000,,,0,,Jump Ball D. Powell vs. A. Davis: Tip to D. Finney-Smith,"[1627827, 203939, 203076]",1610612742.0,DAL,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Powell,203939.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,0022000008
1960,4,PT11M57.00S,2020-12-26T03:40:21.0Z,1,REGULAR,jumpball,recovered,[],200794,,,1610612743,0,0,2020-12-26T03:40:21Z,40000,,,0,,Jump Ball N. Jokic vs. S. Ibaka: Tip to P. Millsap,"[200794, 203999, 201586]",1610612743.0,DEN,startperiod,P. Millsap,200794.0,Millsap,P. Millsap,Jokic,203999.0,Ibaka,201586.0,,,,,,,,,,,,,,,,,,,,,,0022000009
1976,4,PT11M55.00S,2020-12-24T00:11:00.0Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2020-12-24T00:11:00Z,40000,,,0,,Jump Ball C. Zeller vs. A. Drummond: Tip to T. Rozier,"[1626179, 203469, 203083]",1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Zeller,203469.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,0022000010
1977,351,PT11M42.00S,2020-12-24T01:20:30.7Z,3,REGULAR,jumpball,recovered,[],203083,,,1610612739,65,44,2020-12-24T01:21:02Z,3430000,,,0,,Jump Ball C. Sexton vs. P. Washington: Tip to A. Drummond,"[203083, 1629012, 1629023]",1610612739.0,CLE,heldball,A. Drummond,203083.0,Drummond,A. Drummond,Sexton,1629012.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,,,0022000010
1978,565,PT09M03.00S,2020-12-24T01:54:18.9Z,4,REGULAR,jumpball,recovered,[],1629636,,,1610612739,100,85,2020-12-24T02:04:15Z,5540000,,,0,,Jump Ball A. Drummond vs. C. Zeller: Tip to D. Garland,"[1629636, 203083, 203469]",1610612739.0,CLE,outofbounds,D. Garland,1629636.0,Garland,D. Garland,Drummond,203083.0,Zeller,203469.0,,,,,,,,,,,,,,,,,,,,,,0022000010
1974,4,PT11M58.00S,2020-12-24T00:13:24.0Z,1,REGULAR,jumpball,recovered,[],1627734,,,1610612754,0,0,2020-12-24T00:13:24Z,40000,,,0,,Jump Ball M. Turner vs. M. Robinson: Tip to D. Sabonis,"[1627734, 1626167, 1629011]",1610612754.0,IND,startperiod,D. Sabonis,1627734.0,Sabonis,D. Sabonis,Turner,1626167.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,0022000011
1975,476,PT02M31.00S,2020-12-24T01:48:23.8Z,3,REGULAR,jumpball,recovered,[],1628988,,,1610612754,83,80,2020-12-24T01:52:49Z,4730000,,,0,,Jump Ball J. Holiday vs. R. Barrett: Tip to A. Holiday,"[1628988, 203200, 1629628]",1610612754.0,IND,heldball,A. Holiday,1628988.0,Holiday,A. Holiday,Holiday,203200.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,,,,,,0022000011
1966,4,PT11M57.00S,2020-12-24T00:12:45.8Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2020-12-24T00:12:45Z,40000,,,0,,Jump Ball B. Adebayo vs. N. Vucevic: Tip to J. Butler,"[202710, 1628389, 202696]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,0022000012
1968,4,PT11M56.00S,2020-12-24T00:10:40.6Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2020-12-24T00:10:40Z,40000,,,0,,Jump Ball J. Embiid vs. T. Bryant: Tip to S. Curry,"[203552, 203954, 1628418]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Embiid,203954.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,0022000013
1980,4,PT11M56.00S,2020-12-24T00:41:14.9Z,1,REGULAR,jumpball,recovered,[],1628366,,,1610612740,0,0,2020-12-24T00:41:14Z,40000,,,0,,Jump Ball S. Adams vs. A. Baynes: Tip to L. Ball,"[1628366, 203500, 203382]",1610612740.0,NOP,startperiod,L. Ball,1628366.0,Ball,L. Ball,Adams,203500.0,Baynes,203382.0,,,,,,,,,,,,,,,,,,,,,,0022000014
1979,4,PT11M57.00S,2020-12-24T01:10:09.5Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612741,0,0,2020-12-24T01:10:09Z,40000,,,0,,Jump Ball W. Carter Jr. vs. J. Collins: Tip to L. Markkanen,"[1628374, 1628976, 1628381]",1610612741.0,CHI,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Carter Jr.,1628976.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,,,0022000015
831,4,PT11M57.00S,2021-03-21T18:10:34.0Z,1,REGULAR,jumpball,recovered,[],1629652,,,1610612760,0,0,2021-03-21T18:10:34Z,40000,,,0,,Jump Ball M. Brown vs. C. Wood: Tip to L. Dort,"[1629652, 1629650, 1626174]",1610612760.0,OKC,startperiod,L. Dort,1629652.0,Dort,L. Dort,Brown,1629650.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,,,,,0022000016
1970,4,PT11M55.00S,2020-12-24T01:11:08.9Z,1,REGULAR,jumpball,recovered,[],1628960,,,1610612763,0,0,2020-12-24T01:11:08Z,40000,,,0,,Jump Ball J. Valanciunas vs. L. Aldridge: Tip to G. Allen,"[1628960, 202685, 200746]",1610612763.0,MEM,startperiod,G. Allen,1628960.0,Allen,G. Allen,Valanciunas,202685.0,Aldridge,200746.0,,,,,,,,,,,,,,,,,,,,,,0022000017
1973,4,PT11M57.00S,2020-12-24T01:13:30.3Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612750,0,0,2020-12-24T01:13:30Z,40000,,,0,,Jump Ball K. Towns vs. M. Plumlee: Tip to J. Okogie,"[1629006, 1626157, 203486]",1610612750.0,MIN,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Towns,1626157.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,0022000018
1971,4,PT11M56.00S,2020-12-24T02:10:39.2Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2020-12-24T02:10:39Z,40000,,,0,,Jump Ball N. Jokic vs. M. Bagley III: Tip to J. Murray,"[1627750, 203999, 1628963]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,0022000019
1972,713,PT04M51.00S,2020-12-24T04:35:33.1Z,5,OVERTIME,jumpball,recovered,[],200794,,,1610612743,112,112,2020-12-24T04:35:33Z,7090000,,,0,,Jump Ball N. Jokic vs. H. Whiteside: Tip to P. Millsap,"[200794, 203999, 202355]",1610612743.0,DEN,startperiod,P. Millsap,200794.0,Millsap,P. Millsap,Jokic,203999.0,Whiteside,202355.0,,,,,,,,,,,,,,,,,,,,,,0022000019
1969,4,PT11M54.00S,2020-12-24T03:16:01.7Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2020-12-24T03:16:01Z,40000,,,0,,Jump Ball J. Nurkic vs. R. Gobert: Tip to D. Lillard,"[203081, 203994, 203497]",1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,0022000020
1947,4,PT11M57.00S,2020-12-26T22:10:31.9Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2020-12-26T22:10:32Z,40000,,,0,,Jump Ball J. Collins vs. J. Valanciunas: Tip to T. Young,"[1629027, 1628381, 202685]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Collins,1628381.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,0022000021
1945,4,PT11M55.00S,2020-12-27T00:10:52.7Z,1,REGULAR,jumpball,recovered,[],201588,,,1610612760,0,0,2020-12-27T00:10:52Z,40000,,,0,,Jump Ball A. Horford vs. B. Biyombo: Tip to G. Hill,"[201588, 201143, 202687]",1610612760.0,OKC,startperiod,G. Hill,201588.0,Hill,G. Hill,Horford,201143.0,Biyombo,202687.0,,,,,,,,,,,,,,,,,,,,,,0022000022
1946,454,PT05M01.00S,2020-12-27T01:39:30.7Z,3,REGULAR,jumpball,recovered,[],1630163,,,1610612766,67,73,2020-12-27T01:49:32Z,4480000,,,0,,Jump Ball M. Bridges vs. H. Diallo: Tip to L. Ball,"[1630163, 1628970, 1628977]",1610612766.0,CHA,heldball,L. Ball,1630163.0,Ball,L. Ball,Bridges,1628970.0,Diallo,1628977.0,,,,,,,,,,,,,,,,,,,,,,0022000022
1941,4,PT11M56.00S,2020-12-27T00:14:35.9Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612739,0,0,2020-12-27T00:14:35Z,40000,,,0,,Jump Ball A. Drummond vs. M. Plumlee: Tip to C. Sexton,"[1629012, 203083, 203486]",1610612739.0,CLE,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Drummond,203083.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,0022000023
1942,702,PT04M57.00S,2020-12-27T02:29:34.3Z,5,OVERTIME,jumpball,recovered,[],201565,,,1610612765,101,101,2020-12-27T02:29:34Z,6710000,,,0,,Jump Ball M. Plumlee vs. A. Drummond: Tip to D. Rose,"[201565, 203486, 203083]",1610612765.0,DET,startperiod,D. Rose,201565.0,Rose,D. Rose,Plumlee,203486.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,0022000023
1943,747,PT00M30.10S,2020-12-27T02:41:53.7Z,5,OVERTIME,jumpball,recovered,[],1629635,,,1610612765,112,110,2020-12-27T02:41:53Z,7150000,,,0,,Jump Ball D. Rose vs. I. Okoro: Tip to S. Doumbouya,"[1629635, 201565, 1630171]",1610612765.0,DET,heldball,S. Doumbouya,1629635.0,Doumbouya,S. Doumbouya,Rose,201565.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,,,,,,0022000023
1944,785,PT05M00.00S,2020-12-27T02:49:47.2Z,6,OVERTIME,jumpball,recovered,[],201567,,,1610612739,112,112,2020-12-27T02:52:18Z,7377500,,,0,,Jump Ball A. Drummond vs. J. Grant: Tip to K. Love,"[201567, 203083, 203924]",1610612739.0,CLE,startperiod,K. Love,201567.0,Love,K. Love,Drummond,203083.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,,0022000023
1952,4,PT11M57.00S,2020-12-27T00:14:18.7Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612764,0,0,2020-12-27T00:14:18Z,40000,,,0,,Jump Ball T. Bryant vs. N. Vucevic: Tip to D. Avdija,"[1630166, 1628418, 202696]",1610612764.0,WAS,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Bryant,1628418.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,0022000024
1937,4,PT11M56.00S,2020-12-27T00:42:32.1Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2020-12-27T00:42:32Z,40000,,,0,,Jump Ball J. Embiid vs. M. Robinson: Tip to S. Curry,"[203552, 203954, 1629011]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Embiid,203954.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,0022000025
1953,4,PT11M58.00S,2020-12-27T01:10:16.7Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2020-12-27T01:10:16Z,40000,,,0,,Jump Ball W. Carter Jr. vs. M. Turner: Tip to C. White,"[1629632, 1628976, 1626167]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Carter Jr.,1628976.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,0022000026
1954,135,PT01M41.00S,2020-12-27T01:32:09.3Z,1,REGULAR,jumpball,recovered,[],203926,,,1610612754,25,23,2020-12-27T01:39:49Z,1350000,,,0,,Jump Ball D. Sabonis vs. L. Markkanen: Tip to D. McDermott,"[203926, 1627734, 1628374]",1610612754.0,IND,heldball,D. McDermott,203926.0,McDermott,D. McDermott,Sabonis,1627734.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,,,,,,0022000026
1938,4,PT11M56.00S,2020-12-27T01:40:12.6Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612761,0,0,2020-12-27T01:40:12Z,40000,,,0,,Jump Ball A. Baynes vs. L. Aldridge: Tip to F. VanVleet,"[1627832, 203382, 200746]",1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Baynes,203382.0,Aldridge,200746.0,,,,,,,,,,,,,,,,,,,,,,0022000027
1939,4,PT11M58.00S,2020-12-27T02:14:01.7Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612762,0,0,2020-12-27T02:14:01Z,40000,,,0,,Jump Ball R. Gobert vs. K. Towns: Tip to D. Mitchell,"[1628378, 203497, 1626157]",1610612762.0,UTA,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Gobert,203497.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,0022000028
1940,59,PT07M14.00S,2020-12-27T02:20:30.2Z,1,REGULAR,jumpball,recovered,[],202711,,,1610612750,10,9,2020-12-27T02:20:30Z,560000,,,0,,Jump Ball D. Mitchell vs. D. Russell: Tip to B. Bogdanovic,"[202711, 1628378, 1626156]",1610612762.0,UTA,unclearpass,B. Bogdanovic,202711.0,Bogdanovic,B. Bogdanovic,Mitchell,1628378.0,Russell,1626156.0,,,,,,,,,,,,,,,,,,,,,,0022000028
1948,4,PT11M56.00S,2020-12-27T03:10:34.3Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2020-12-27T03:10:34Z,40000,,,0,,Jump Ball J. Nurkic vs. C. Wood: Tip to D. Lillard,"[203081, 203994, 1626174]",1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,,,,,0022000029
1949,197,PT09M21.00S,2020-12-27T03:44:03.0Z,2,REGULAR,jumpball,recovered,[],1626174,,,1610612745,30,35,2020-12-27T03:44:03Z,1960000,,,0,,Jump Ball D. Nwaba vs. A. Simons: Tip to C. Wood,"[1626174, 1628021, 1629014]",1610612745.0,HOU,heldball,C. Wood,1626174.0,Wood,C. Wood,Nwaba,1628021.0,Simons,1629014.0,,,,,,,,,,,,,,,,,,,,,,0022000029
1950,381,PT08M34.00S,2020-12-27T04:33:44.8Z,3,REGULAR,jumpball,recovered,[],203081,,,1610612757,65,72,2020-12-27T04:33:44Z,3750000,,,0,,Jump Ball D. Jones Jr. vs. D. Nwaba: Tip to D. Lillard,"[203081, 1627884, 1628021]",1610612757.0,POR,heldball,D. Lillard,203081.0,Lillard,D. Lillard,Jones Jr.,1627884.0,Nwaba,1628021.0,,,,,,,,,,,,,,,,,,,,,,0022000029
1951,676,PT04M59.00S,2020-12-27T05:34:28.1Z,5,OVERTIME,jumpball,recovered,[],1627884,,,1610612757,113,113,2020-12-27T05:34:28Z,6690000,,,0,,Jump Ball J. Nurkic vs. C. Wood: Tip to D. Jones Jr.,"[1627884, 203994, 1626174]",1610612757.0,POR,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Nurkic,203994.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,,,,,0022000029
1936,4,PT11M56.00S,2020-12-27T03:11:31.6Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2020-12-27T03:11:31Z,40000,,,0,,Jump Ball D. Ayton vs. M. Bagley III: Tip to C. Paul,"[101108, 1629028, 1628963]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,0022000030
1934,4,PT11M56.00S,2020-12-27T20:40:41.6Z,1,REGULAR,jumpball,recovered,[],1628379,,,1610612746,0,0,2020-12-27T20:40:41Z,40000,,,0,,Jump Ball S. Ibaka vs. D. Powell: Tip to L. Kennard,"[1628379, 201586, 203939]",1610612746.0,LAC,startperiod,L. Kennard,1628379.0,Kennard,L. Kennard,Ibaka,201586.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,0022000031
1935,4,PT11M56.00S,2020-12-28T00:10:24.5Z,1,REGULAR,jumpball,recovered,[],202330,,,1610612766,0,0,2020-12-28T00:10:24Z,40000,,,0,,Jump Ball B. Biyombo vs. D. Jordan: Tip to G. Hayward,"[202330, 202687, 201599]",1610612766.0,CHA,startperiod,G. Hayward,202330.0,Hayward,G. Hayward,Biyombo,202687.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,0022000032
1919,4,PT11M57.00S,2020-12-28T00:10:33.7Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612764,0,0,2020-12-28T00:10:33Z,40000,,,0,,Jump Ball T. Bryant vs. N. Vucevic: Tip to B. Beal,"[203078, 1628418, 202696]",1610612764.0,WAS,startperiod,B. Beal,203078.0,Beal,B. Beal,Bryant,1628418.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,0022000033
1920,254,PT04M55.00S,2020-12-28T00:53:33.4Z,2,REGULAR,jumpball,recovered,[],1628365,,,1610612753,48,49,2020-12-28T00:53:33Z,2540000,,,0,,Jump Ball A. Gordon vs. D. Bertans: Tip to M. Fultz,"[1628365, 203932, 202722]",1610612753.0,ORL,heldball,M. Fultz,1628365.0,Fultz,M. Fultz,Gordon,203932.0,Bertans,202722.0,,,,,,,,,,,,,,,,,,,,,,0022000033
1921,283,PT02M51.00S,2020-12-28T01:00:15.8Z,2,REGULAR,jumpball,recovered,[],203526,,,1610612764,54,56,2020-12-28T01:00:15Z,2830000,,,0,,Jump Ball T. Bryant vs. N. Vucevic: Tip to R. Neto,"[203526, 1628418, 202696]",1610612764.0,WAS,challenge,R. Neto,203526.0,Neto,R. Neto,Bryant,1628418.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,0022000033
1922,4,PT11M56.00S,2020-12-28T00:13:16.7Z,1,REGULAR,jumpball,recovered,[],1629627,,,1610612740,0,0,2020-12-28T00:13:16Z,40000,,,0,,Jump Ball S. Adams vs. L. Aldridge: Tip to Z. Williamson,"[1629627, 203500, 200746]",1610612740.0,NOP,startperiod,Z. Williamson,1629627.0,Williamson,Z. Williamson,Adams,203500.0,Aldridge,200746.0,,,,,,,,,,,,,,,,,,,,,,0022000034
1923,532,PT07M23.00S,2020-12-28T02:01:44.7Z,4,REGULAR,jumpball,recovered,[],1629022,,,1610612759,84,85,2020-12-28T02:01:44Z,5250000,,,0,,Jump Ball J. Poeltl vs. S. Adams: Tip to L. Walker IV,"[1629022, 1627751, 203500]",1610612759.0,SAS,heldball,L. Walker IV,1629022.0,Walker IV,L. Walker IV,Poeltl,1627751.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,0022000034
1931,4,PT11M56.00S,2020-12-28T00:41:10.8Z,1,REGULAR,jumpball,recovered,[],201567,,,1610612739,0,0,2020-12-28T00:41:10Z,40000,,,0,,Jump Ball A. Drummond vs. D. Howard: Tip to K. Love,"[201567, 203083, 2730]",1610612739.0,CLE,startperiod,K. Love,201567.0,Love,K. Love,Drummond,203083.0,Howard,2730.0,,,,,,,,,,,,,,,,,,,,,,0022000035
1924,4,PT11M57.00S,2020-12-28T00:40:36.0Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2020-12-28T00:40:36Z,40000,,,0,,Jump Ball B. Lopez vs. M. Robinson: Tip to G. Antetokounmpo,"[203507, 201572, 1629011]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,0022000036
1925,4,PT11M58.00S,2020-12-28T01:10:23.2Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2020-12-28T01:10:23Z,40000,,,0,,Jump Ball T. Thompson vs. M. Turner: Tip to J. Brown,"[1627759, 202684, 1626167]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Thompson,202684.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,0022000037
1926,514,PT07M14.00S,2020-12-28T02:55:30.2Z,4,REGULAR,jumpball,recovered,[],1629684,,,1610612738,96,92,2020-12-28T02:56:11Z,5130000,,,0,,Jump Ball T. Thompson vs. D. McDermott: Tip to G. Williams,"[1629684, 202684, 203926]",1610612738.0,BOS,heldball,G. Williams,1629684.0,Williams,G. Williams,Thompson,202684.0,McDermott,203926.0,,,,,,,,,,,,,,,,,,,,,,0022000037
