,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,gameid
1078,10,PT11M38.00S,2020-12-23T00:07:26.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201939,,,1610612744,0,1,2020-12-23T00:07:26Z,100000,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000001
1079,9,PT11M28.00S,2020-12-23T03:08:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,6.783837056504599,52.029718137254896,1610612746,0,2,2020-12-23T03:08:20Z,90000,-10.0,11.0,1,left,P. Beverley driving Layup (2 PTS),[201976],1610612746.0,LAC,driving,,,Beverley,P. Beverley,,,,,,,,1.52,Made,2.0,,,,,,,,,,,,,,,,0022000002
1066,10,PT11M33.00S,2020-12-24T00:41:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,16.031537450722734,47.43795955882353,1610612738,2,0,2020-12-24T00:41:48Z,100000,13.0,98.0,1,left,T. Thompson 9' floating Jump Shot (2 PTS) (J. Brown 1 AST),"[202684, 1627759]",1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,,,,9.9,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,0022000003
1068,9,PT11M49.00S,2020-12-24T03:40:48.4Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,1,0,2020-12-24T03:40:48Z,90000,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000004
1063,7,PT11M43.00S,2020-12-25T17:16:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.327858081471746,52.029718137254896,1610612748,3,0,2020-12-25T17:16:25Z,70000,-10.0,261.0,1,left,D. Robinson 26' 3PT  (3 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.1,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,0022000005
1065,23,PT10M37.00S,2020-12-25T19:43:18.6Z,1,REGULAR,freethrow,1 of 2,[],1630164,,,1610612744,0,1,2020-12-25T19:43:18Z,230000,,,0,,J. Wiseman Free Throw 1 of 2 (1 PTS),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000006
1061,27,PT10M00.00S,2020-12-25T22:16:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.652431011826544,45.166973039215684,1610612751,0,2,2020-12-25T22:19:03Z,270000,24.0,10.0,1,left,J. Harris driving Layup (2 PTS) (S. Dinwiddie 1 AST),"[203925, 203915]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,,,,2.62,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,0022000007
1062,7,PT11M42.00S,2020-12-26T01:08:11.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,12.959921156373195,3.990502450980392,1610612742,0,3,2020-12-26T01:08:16Z,70000,230.0,69.0,1,left,D. Finney-Smith 24' 3PT  (3 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,24.02,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,0022000008
1064,22,PT10M34.00S,2020-12-26T03:42:27.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,6.652431011826544,96.39246323529412,1610612746,0,3,2020-12-26T03:42:37Z,220000,-232.0,10.0,1,left,N. Batum 3PT  (3 PTS) (P. George 1 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,23.22,Made,3.0,P. George,202331.0,1.0,,,,,,,,,,,,,0022000009
1075,17,PT11M18.00S,2020-12-24T00:12:19.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629012,,,1610612739,1,0,2020-12-24T00:12:19Z,170000,,,0,,C. Sexton Free Throw 2 of 2 (1 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000010
1074,21,PT10M29.00S,2020-12-24T00:15:24.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203506,94.69448094612353,51.294424019607845,1610612754,2,0,2020-12-24T00:15:38Z,210000,6.0,-3.0,1,right,V. Oladipo running finger roll Layup (2 PTS),[203506],1610612754.0,IND,running finger roll,,,Oladipo,V. Oladipo,,,,,,,,0.7,Made,2.0,,,,,,,,,,,,,,,,0022000011
1067,7,PT11M47.00S,2020-12-24T00:12:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.77463863337714,51.049325980392155,1610612748,0,2,2020-12-24T00:13:01Z,70000,5.0,6.0,1,right,B. Adebayo DUNK (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,0.79,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,0022000012
1069,9,PT11M26.00S,2020-12-24T00:11:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,14.109724047306173,44.78400735294118,1610612764,0,2,2020-12-24T00:11:15Z,90000,26.0,80.0,1,left,B. Beal 8' floating Jump Shot (2 PTS) (I. Bonga 1 AST),"[203078, 1629067]",1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,,,,8.42,Made,2.0,I. Bonga,1629067.0,1.0,,,,,,,,,,,,,0022000013
1077,7,PT11M43.00S,2020-12-24T00:41:27.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,22.946780551905388,74.57873774509804,1610612740,0,2,2020-12-24T00:41:45Z,70000,-123.0,163.0,1,left,B. Ingram 20' Jump Shot (2 PTS) (Z. Williamson 1 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,20.43,Made,2.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,0022000014
1076,7,PT11M42.00S,2020-12-24T01:10:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,3.4986859395532193,97.61795343137256,1610612741,3,0,2020-12-24T01:10:30Z,70000,-238.0,-20.0,1,left,L. Markkanen 3PT  (3 PTS) (Z. LaVine 1 AST),"[1628374, 203897]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,23.89,Made,3.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,0022000015
458,15,PT10M50.00S,2021-03-21T18:11:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,9.806176084099869,36.58854166666667,1610612760,0,2,2021-03-21T18:11:49Z,150000,67.0,40.0,1,left,L. Dort 7' pullup bank Jump Shot (2 PTS),[1629652],1610612760.0,OKC,pullup bank,,,Dort,L. Dort,,,,,,,,7.8,Made,2.0,,,,,,,,,,,,,,,,0022000016
1071,9,PT11M45.00S,2020-12-24T01:11:44.3Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612763,1,0,2020-12-24T01:11:44Z,90000,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000017
1073,9,PT11M26.00S,2020-12-24T01:14:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626153,91.40932982917214,95.90226715686273,1610612765,0,3,2020-12-24T01:20:06Z,82500,230.0,28.0,1,right,D. Wright 3PT  (3 PTS) (K. Hayes 1 AST),"[1626153, 1630165]",1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,23.12,Made,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,0022000018
1072,18,PT11M03.00S,2020-12-24T02:11:55.0Z,1,REGULAR,2pt,Jump Shot,[],203914,70.77858081471747,51.049325980392155,1610612743,2,0,2020-12-24T02:12:03Z,180000,5.0,222.0,1,right,G. Harris 22' step back Jump Shot (2 PTS) (N. Jokic 1 AST),"[203914, 203999]",1610612743.0,DEN,step back,,,Harris,G. Harris,,,,,,,,22.23,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,0022000019
1070,7,PT11M44.00S,2020-12-24T03:16:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.492115637319317,41.98069852941176,1610612757,2,0,2020-12-24T03:16:17Z,70000,40.0,27.0,1,left,C. McCollum floating Jump Shot (2 PTS) (J. Nurkic 1 AST),"[203468, 203994]",1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,,,,4.85,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,0022000020
1057,22,PT10M21.00S,2020-12-26T22:12:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,14.536793692509855,59.62775735294118,1610612763,2,0,2020-12-26T22:12:55Z,220000,-48.0,84.0,1,left,D. Brooks 9' driving Layup (2 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,,,,9.69,Made,2.0,,,,,,,,,,,,,,,,0022000021
1056,13,PT11M04.00S,2020-12-27T00:11:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,9.017739816031538,41.98069852941176,1610612760,0,2,2020-12-27T00:11:48Z,130000,40.0,32.0,1,left,D. Bazley driving bank Jump Shot (2 PTS) (A. Horford 1 AST),"[1629647, 201143]",1610612760.0,OKC,driving bank,,,Bazley,D. Bazley,,,,,,,,5.15,Made,2.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,0022000022
1055,16,PT10M42.00S,2020-12-27T00:16:34.3Z,1,REGULAR,3pt,Jump Shot,[],203924,33.295006570302235,53.85263480392157,1610612765,3,0,2020-12-27T00:16:43Z,160000,-19.0,260.0,1,left,J. Grant 26' 3PT  (3 PTS) (M. Plumlee 1 AST),"[203924, 203486]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,26.12,Made,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,0022000023
1059,7,PT11M44.00S,2020-12-27T00:14:31.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,8.492115637319317,65.01991421568627,1610612764,2,0,2020-12-27T00:14:35Z,70000,-75.0,27.0,1,left,T. Bryant 7' Hook (2 PTS) (I. Bonga 1 AST),"[1628418, 1629067]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,7.99,Made,2.0,I. Bonga,1629067.0,1.0,,,,,,,,,,,,,0022000024
1052,13,PT11M40.00S,2020-12-27T00:43:28.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627732,,,1610612755,0,1,2020-12-27T00:43:28Z,130000,,,0,,B. Simmons Free Throw 2 of 2 (1 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000025
1060,7,PT11M48.00S,2020-12-27T01:10:25.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.699737187910642,69.67677696078431,1610612741,3,0,2020-12-27T01:10:31Z,70000,-98.0,236.0,1,left,L. Markkanen 25' 3PT  (3 PTS) (Z. LaVine 1 AST),"[1628374, 203897]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,25.58,Made,3.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,0022000026
1053,14,PT11M16.00S,2020-12-27T01:41:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203382,6.389618922470433,51.53952205882353,1610612761,0,2,2020-12-27T01:41:17Z,140000,-8.0,8.0,1,left,A. Baynes reverse Layup (2 PTS) (P. Siakam 1 AST),"[203382, 1627783]",1610612761.0,TOR,reverse,,,Baynes,A. Baynes,,,,,,,,1.08,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,0022000027
1054,7,PT11M45.00S,2020-12-27T02:14:14.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.93495400788436,51.294424019607845,1610612762,2,0,2020-12-27T02:14:22Z,70000,6.0,23.0,1,right,R. Gobert cutting DUNK (2 PTS) (D. Mitchell 1 AST),"[203497, 1628378]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,,,2.42,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,0022000028
1058,9,PT11M21.00S,2020-12-27T03:11:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.1268068331143235,52.029718137254896,1610612745,0,2,2020-12-27T03:11:13Z,90000,-10.0,5.0,1,left,J. Harden driving Layup (2 PTS),[201935],1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,,,,1.13,Made,2.0,,,,,,,,,,,,,,,,0022000029
1051,10,PT11M35.00S,2020-12-27T03:12:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,90.3580814717477,61.588541666666664,1610612758,2,0,2020-12-27T03:12:21Z,100000,58.0,38.0,1,right,H. Barnes 6' turnaround bank Jump Shot (2 PTS) (R. Holmes 1 AST),"[203084, 1626158]",1610612758.0,SAC,turnaround bank,,,Barnes,H. Barnes,,,,,,,,6.93,Made,2.0,R. Holmes,1626158.0,1.0,,,,,,,,,,,,,0022000030
1049,7,PT11M41.00S,2020-12-27T20:40:57.0Z,1,REGULAR,2pt,Jump Shot,[],202331,79.31997371879106,76.53952205882352,1610612746,2,0,2020-12-27T20:41:02Z,70000,133.0,142.0,1,right,P. George 19' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,,,,19.43,Made,2.0,,,,,,,,,,,,,,,,0022000031
1050,14,PT11M07.00S,2020-12-28T00:11:42.0Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,1,0,2020-12-28T00:12:08Z,140000,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000032
1041,7,PT11M44.00S,2020-12-28T00:10:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,8.229303547963205,46.392463235294116,1610612764,2,0,2020-12-28T00:10:51Z,70000,18.0,25.0,1,left,R. Neto driving Layup (2 PTS) (B. Beal 1 AST),"[203526, 203078]",1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,,,,3.07,Made,2.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,0022000033
1042,9,PT11M34.00S,2020-12-28T00:13:39.1Z,1,REGULAR,3pt,Jump Shot,[],1629640,78.40013140604468,88.79442401960785,1610612759,0,3,2020-12-28T00:13:43Z,90000,194.0,151.0,1,right,K. Johnson 24' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1629640, 201942]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,24.55,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,0022000034
1047,7,PT11M39.00S,2020-12-28T00:41:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.1688567674113,47.61795343137255,1610612739,2,0,2020-12-28T00:41:32Z,70000,-12.0,2.0,1,right,A. Drummond Layup (2 PTS) (K. Love 1 AST),"[203083, 201567]",1610612739.0,CLE,,,,Drummond,A. Drummond,,,,,,,,1.21,Made,2.0,K. Love,201567.0,1.0,,,,,,,,,,,,,0022000035
1043,8,PT11M44.00S,2020-12-28T00:41:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.56307490144546,49.333639705882355,1610612749,0,2,2020-12-28T00:41:06Z,80000,-3.0,-1.0,1,right,G. Antetokounmpo Layup (2 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,0.36,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,0022000036
1044,9,PT11M42.00S,2020-12-28T01:11:03.3Z,1,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,0,1,2020-12-28T01:11:24Z,90000,,,0,,T. Thompson Free Throw 1 of 2 (1 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000037
1048,15,PT11M05.00S,2020-12-28T01:11:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.85479632063075,51.53952205882353,1610612744,0,2,2020-12-28T01:11:58Z,150000,8.0,15.0,1,right,A. Wiggins Layup (2 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,1.66,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,0022000038
1045,9,PT11M32.00S,2020-12-28T02:10:53.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626158,94.43166885676742,48.59834558823529,1610612758,2,0,2020-12-28T02:11:08Z,90000,-7.0,0.0,1,right,R. Holmes running alley-oop DUNK (2 PTS) (D. Fox 1 AST),"[1626158, 1628368]",1610612758.0,SAC,running alley-oop,,,Holmes,R. Holmes,,,,,,,,0.7,Made,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,0022000039
1046,7,PT11M36.00S,2020-12-28T03:10:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,67.88764783180025,59.872855392156865,1610612747,3,0,2020-12-28T03:11:00Z,70000,49.0,249.0,1,right,K. Kuzma 25' 3PT  (3 PTS) (D. Schroder 1 AST),"[1628398, 203471]",1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,25.42,Made,3.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,0022000040
1037,9,PT11M29.00S,2020-12-29T00:41:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,6.258212877792378,48.84344362745098,1610612765,0,2,2020-12-29T00:41:09Z,90000,6.0,6.0,1,left,J. Jackson cutting Layup (2 PTS) (M. Plumlee 1 AST),"[1628367, 203486]",1610612765.0,DET,cutting,,,Jackson,J. Jackson,,,,,,,,0.86,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,0022000041
1036,10,PT11M32.00S,2020-12-29T00:41:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628415,83.39356110381078,48.84344362745098,1610612763,0,2,2020-12-29T00:41:38Z,100000,-6.0,104.0,1,right,D. Brooks 10' Jump Shot (2 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,10.38,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,0022000042
1039,11,PT11M26.00S,2020-12-29T01:11:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,79.31997371879106,91.24540441176471,1610612760,3,0,2020-12-29T01:12:02Z,110000,206.0,142.0,1,right,L. Dort 25' 3PT  (3 PTS) (A. Horford 1 AST),"[1629652, 201143]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,25.03,Made,3.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,0022000043
1040,10,PT11M34.00S,2020-12-29T02:10:56.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,93.11760840998686,44.43167892156863,1610612743,2,0,2020-12-29T02:12:00Z,100000,-28.0,12.0,1,right,N. Jokic Hook (2 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,3.04,Made,2.0,,,,,,,,,,,,,,,,0022000044
1038,11,PT11M22.00S,2020-12-29T03:11:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,5.590000152587891,50.0,1610612747,2,0,2020-12-29T03:11:06Z,110000,0.0,0.0,1,left,L. James tip Layup (2 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,0022000045
1032,7,PT11M42.00S,2020-12-30T00:10:51.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,89.96386333771353,46.14736519607843,1610612739,2,0,2020-12-30T00:11:10Z,70000,-19.0,42.0,1,right,A. Drummond driving Hook (2 PTS),[203083],1610612739.0,CLE,driving,,,Drummond,A. Drummond,,,,,,,,4.6,Made,2.0,,,,,,,,,,,,,,,,0022000046
1029,7,PT11M47.00S,2020-12-30T00:11:06.8Z,1,REGULAR,2pt,Jump Shot,[],201939,72.45400788436268,57.284007352941174,1610612744,0,2,2020-12-30T00:11:52Z,70000,36.0,206.0,1,right,S. Curry 20' step back Jump Shot (2 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,20.96,Made,2.0,,,,,,,,,,,,,,,,0022000047
1030,7,PT11M47.00S,2020-12-30T00:10:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202684,94.56307490144546,47.372855392156865,1610612738,0,2,2020-12-30T00:10:50Z,70000,-13.0,-1.0,1,right,T. Thompson alley-oop Layup (2 PTS) (M. Smart 1 AST),"[202684, 203935]",1610612738.0,BOS,alley-oop,,,Thompson,T. Thompson,,,,,,,,1.32,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,0022000048
1026,10,PT11M40.00S,2020-12-30T00:12:31.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627732,9.641918528252305,50.17616421568628,1610612755,2,0,2020-12-30T00:33:58Z,100000,-1.0,38.0,1,left,B. Simmons driving Layup (2 PTS),[1627732],1610612755.0,PHI,driving,,,Simmons,B. Simmons,,,,,,,,3.81,Made,2.0,,,,,,,,,,,,,,,,0022000049
1033,11,PT11M16.00S,2020-12-30T00:11:09.1Z,1,REGULAR,3pt,Jump Shot,[],203897,70.12155059132719,76.53952205882352,1610612741,0,3,2020-12-30T00:11:14Z,110000,133.0,228.0,1,right,Z. LaVine 26' 3PT pullup (3 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,26.42,Made,3.0,,,,,,,,,,,,,,,,0022000050
1027,7,PT11M44.00S,2020-12-30T00:45:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.719448094612352,55.951286764705884,1610612749,0,2,2020-12-30T00:45:53Z,70000,-30.0,95.0,1,left,J. Holiday 9' driving floating Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[201950, 203507]",1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,,,,9.99,Made,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,0022000051
1035,17,PT11M08.00S,2020-12-30T01:11:29.5Z,1,REGULAR,3pt,Jump Shot,[],202696,32.276609724047304,47.372855392156865,1610612753,0,3,2020-12-30T01:11:34Z,170000,13.0,251.0,1,left,N. Vucevic 25' 3PT  (3 PTS) (M. Fultz 1 AST),"[202696, 1628365]",1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,25.12,Made,3.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,0022000052
1031,7,PT11M39.00S,2020-12-30T03:11:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,8.09789750328515,42.715992647058826,1610612740,0,2,2020-12-30T03:11:21Z,70000,36.0,24.0,1,left,S. Adams bank Jump Shot (2 PTS),[203500],1610612740.0,NOP,bank,,,Adams,S. Adams,,,,,,,,4.34,Made,2.0,,,,,,,,,,,,,,,,0022000053
1034,12,PT11M33.00S,2020-12-30T03:11:11.1Z,1,REGULAR,freethrow,1 of 2,[],1627736,,,1610612750,0,1,2020-12-30T03:11:11Z,120000,,,0,,M. Beasley Free Throw 1 of 2 (1 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,0022000054
1028,9,PT11M32.00S,2020-12-30T03:11:19.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,93.9060446780552,23.598345588235293,1610612743,0,2,2020-12-30T03:11:25Z,90000,-132.0,5.0,1,right,M. Porter Jr. 13' fadeaway Jump Shot (2 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,,,,13.21,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,0022000055
1020,7,PT11M44.00S,2020-12-31T00:40:53.6Z,1,REGULAR,2pt,Jump Shot,[],1628415,78.79434954007884,71.39246323529412,1610612763,0,2,2020-12-31T00:41:00Z,70000,107.0,147.0,1,right,D. Brooks 18' pullup Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[1628415, 202685]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,,,18.17,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,0022000056
1022,7,PT11M44.00S,2020-12-31T00:41:02.3Z,1,REGULAR,3pt,Jump Shot,[],203925,81.2910643889619,5.951286764705882,1610612751,3,0,2020-12-31T00:41:07Z,70000,-220.0,123.0,1,right,J. Harris 25' 3PT  (3 PTS) (K. Durant 1 AST),"[203925, 201142]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,25.24,Made,3.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,0022000057
1021,14,PT10M55.00S,2020-12-31T00:41:46.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,70.38436268068331,23.108149509803923,1610612748,3,0,2020-12-31T00:42:41Z,140000,-134.0,226.0,1,right,T. Herro 26' 3PT pullup (3 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,26.29,Made,3.0,,,,,,,,,,,,,,,,0022000058
1024,23,PT10M39.00S,2020-12-31T01:43:03.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627827,8.360709592641262,50.55912990196079,1610612742,2,0,2020-12-31T01:43:11Z,230000,-3.0,26.0,1,left,D. Finney-Smith turnaround Jump Shot (2 PTS),[1627827],1610612742.0,DAL,turnaround,,,Finney-Smith,D. Finney-Smith,,,,,,,,2.62,Made,2.0,,,,,,,,,,,,,,,,0022000059
1023,12,PT11M20.00S,2020-12-31T01:40:48.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629640,93.38042049934296,49.57873774509804,1610612759,2,0,2020-12-31T01:43:40Z,120000,-2.0,10.0,1,right,K. Johnson driving DUNK (2 PTS) (D. DeRozan 1 AST),"[1629640, 201942]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,0.99,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,0022000060
